trial_num,data_segment,violation,shape,wall_type,obj_width,obj_height,opening_width,opening_height
4154,validation,False,Cube,Open,0.6,0.4,1.0,0.7
4154,validation,True,Cube,Open,0.6,0.4,1.0,0.7
4155,validation,False,Inverted_Cone,Open,0.4,0.7,0.7,0.9
4155,validation,True,Inverted_Cone,Open,0.4,0.7,0.7,0.9
4156,validation,False,Cylinder,Open,0.8,0.5,1.0,1.6
4156,validation,True,Cylinder,Open,0.8,0.5,1.0,1.6
4157,validation,False,Cube,Open,1.3,1.1,1.1,0.6
4157,validation,True,Cube,Open,1.3,1.1,1.1,0.6
4158,validation,False,Cylinder,Open,0.8,1.4,1.4,0.6
4158,validation,True,Cylinder,Open,0.8,1.4,1.4,0.6
4159,validation,False,Side_Cylinder,Normal,0.5,1.4,0.0,0.0
4159,validation,True,Side_Cylinder,Normal,0.5,1.4,0.0,0.0
4160,validation,False,Side_Cylinder,Open,1.5,1.1,1.3,1.6
4160,validation,True,Side_Cylinder,Open,1.5,1.1,1.3,1.6
4161,validation,False,Sphere,Open,0.9,0.6,0.9,1.2
4161,validation,True,Sphere,Open,0.9,0.6,0.9,1.2
4162,validation,False,Sphere,Soft,0.9,0.6,0.0,0.0
4162,validation,True,Sphere,Soft,0.9,0.6,0.0,0.0
4163,validation,False,Cube,Normal,1.1,0.7,0.0,0.0
4163,validation,True,Cube,Normal,1.1,0.7,0.0,0.0
4164,validation,False,Torus,Open,1.3,0.8,1.5,1.2
4164,validation,True,Torus,Open,1.3,0.8,1.5,1.2
4165,validation,False,Side_Cylinder,Open,1.5,0.4,0.9,1.7
4165,validation,True,Side_Cylinder,Open,1.5,0.4,0.9,1.7
4166,validation,False,Side_Cylinder,Open,1.6,0.9,1.0,0.6
4166,validation,True,Side_Cylinder,Open,1.6,0.9,1.0,0.6
4167,validation,False,Cylinder,Open,1.2,0.5,1.1,1.2
4167,validation,True,Cylinder,Open,1.2,0.5,1.1,1.2
4168,validation,False,Sphere,Open,0.8,0.4,1.6,0.9
4168,validation,True,Sphere,Open,0.8,0.4,1.6,0.9
4169,validation,False,Cone,Open,1.3,1.4,1.2,0.7
4169,validation,True,Cone,Open,1.3,1.4,1.2,0.7
4170,validation,False,Cube,Normal,0.8,0.5,0.0,0.0
4170,validation,True,Cube,Normal,0.8,0.5,0.0,0.0
4171,validation,False,Cube,Open,1.5,1.4,1.2,1.8
4171,validation,True,Cube,Open,1.5,1.4,1.2,1.8
4172,validation,False,Inverted_Cone,Normal,0.5,0.6,0.0,0.0
4172,validation,True,Inverted_Cone,Normal,0.5,0.6,0.0,0.0
4173,validation,False,Torus,Open,0.4,0.6,1.6,1.8
4173,validation,True,Torus,Open,0.4,0.6,1.6,1.8
4174,validation,False,Cube,Open,1.6,0.7,0.7,1.8
4174,validation,True,Cube,Open,1.6,0.7,0.7,1.8
4175,validation,False,Cone,Soft,0.8,1.2,0.0,0.0
4175,validation,True,Cone,Soft,0.8,1.2,0.0,0.0
4176,validation,False,Inverted_Cone,Soft,1.3,1.0,0.0,0.0
4176,validation,True,Inverted_Cone,Soft,1.3,1.0,0.0,0.0
4177,validation,False,Sphere,Open,1.6,0.4,1.0,1.2
4177,validation,True,Sphere,Open,1.6,0.4,1.0,1.2
4178,validation,False,Inverted_Cone,Soft,1.0,1.0,0.0,0.0
4178,validation,True,Inverted_Cone,Soft,1.0,1.0,0.0,0.0
4179,validation,False,Cube,Soft,1.1,0.7,0.0,0.0
4179,validation,True,Cube,Soft,1.1,0.7,0.0,0.0
4180,validation,False,Inverted_Cone,Normal,0.8,1.2,0.0,0.0
4180,validation,True,Inverted_Cone,Normal,0.8,1.2,0.0,0.0
4181,validation,False,Cylinder,Normal,0.4,0.7,0.0,0.0
4181,validation,True,Cylinder,Normal,0.4,0.7,0.0,0.0
4182,validation,False,Cube,Normal,1.0,0.6,0.0,0.0
4182,validation,True,Cube,Normal,1.0,0.6,0.0,0.0
4183,validation,False,Sphere,Soft,1.4,0.9,0.0,0.0
4183,validation,True,Sphere,Soft,1.4,0.9,0.0,0.0
4184,validation,False,Cone,Open,0.7,0.6,1.5,1.5
4184,validation,True,Cone,Open,0.7,0.6,1.5,1.5
4185,validation,False,Cylinder,Open,0.9,1.3,1.3,0.7
4185,validation,True,Cylinder,Open,0.9,1.3,1.3,0.7
4186,validation,False,Cylinder,Soft,1.4,0.8,0.0,0.0
4186,validation,True,Cylinder,Soft,1.4,0.8,0.0,0.0
4187,validation,False,Torus,Open,0.5,0.9,1.0,0.7
4187,validation,True,Torus,Open,0.5,0.9,1.0,0.7
4188,validation,False,Side_Cylinder,Open,1.6,1.3,1.3,0.8
4188,validation,True,Side_Cylinder,Open,1.6,1.3,1.3,0.8
4189,validation,False,Inverted_Cone,Open,0.5,1.2,1.6,1.0
4189,validation,True,Inverted_Cone,Open,0.5,1.2,1.6,1.0
4190,validation,False,Inverted_Cone,Open,1.1,0.8,0.7,0.6
4190,validation,True,Inverted_Cone,Open,1.1,0.8,0.7,0.6
4191,validation,False,Inverted_Cone,Open,0.6,0.9,1.3,0.7
4191,validation,True,Inverted_Cone,Open,0.6,0.9,1.3,0.7
4192,validation,False,Sphere,Open,0.4,0.9,1.1,1.5
4192,validation,True,Sphere,Open,0.4,0.9,1.1,1.5
4193,validation,False,Side_Cylinder,Open,0.4,0.8,1.2,1.7
4193,validation,True,Side_Cylinder,Open,0.4,0.8,1.2,1.7
4194,validation,False,Cone,Open,1.2,0.7,1.2,1.6
4194,validation,True,Cone,Open,1.2,0.7,1.2,1.6
4195,validation,False,Cylinder,Open,1.6,0.9,0.6,0.7
4195,validation,True,Cylinder,Open,1.6,0.9,0.6,0.7
4196,validation,False,Cube,Open,0.7,0.5,1.2,1.6
4196,validation,True,Cube,Open,0.7,0.5,1.2,1.6
4197,validation,False,Cube,Open,0.9,0.5,1.2,1.0
4197,validation,True,Cube,Open,0.9,0.5,1.2,1.0
4198,validation,False,Inverted_Cone,Open,1.1,0.5,0.9,1.0
4198,validation,True,Inverted_Cone,Open,1.1,0.5,0.9,1.0
4199,validation,False,Cylinder,Open,0.9,1.4,0.6,1.1
4199,validation,True,Cylinder,Open,0.9,1.4,0.6,1.1
4200,validation,False,Cone,Open,0.9,0.9,0.7,0.8
4200,validation,True,Cone,Open,0.9,0.9,0.7,0.8
4201,validation,False,Cube,Open,0.6,0.9,1.1,0.6
4201,validation,True,Cube,Open,0.6,0.9,1.1,0.6
4202,validation,False,Torus,Normal,1.1,1.3,0.0,0.0
4202,validation,True,Torus,Normal,1.1,1.3,0.0,0.0
4203,validation,False,Sphere,Open,0.4,1.2,1.4,1.8
4203,validation,True,Sphere,Open,0.4,1.2,1.4,1.8
4204,validation,False,Side_Cylinder,Soft,1.4,1.1,0.0,0.0
4204,validation,True,Side_Cylinder,Soft,1.4,1.1,0.0,0.0
4205,validation,False,Side_Cylinder,Open,0.6,0.4,1.2,1.0
4205,validation,True,Side_Cylinder,Open,0.6,0.4,1.2,1.0
4206,validation,False,Inverted_Cone,Open,0.9,0.8,1.4,0.6
4206,validation,True,Inverted_Cone,Open,0.9,0.8,1.4,0.6
4207,validation,False,Side_Cylinder,Open,1.0,0.7,1.4,1.5
4207,validation,True,Side_Cylinder,Open,1.0,0.7,1.4,1.5
4208,validation,False,Torus,Open,1.6,1.3,1.1,0.7
4208,validation,True,Torus,Open,1.6,1.3,1.1,0.7
4209,validation,False,Inverted_Cone,Open,0.4,0.4,0.6,1.1
4209,validation,True,Inverted_Cone,Open,0.4,0.4,0.6,1.1
4210,validation,False,Side_Cylinder,Open,1.2,0.8,1.3,1.3
4210,validation,True,Side_Cylinder,Open,1.2,0.8,1.3,1.3
4211,validation,False,Side_Cylinder,Open,1.2,1.0,1.1,1.5
4211,validation,True,Side_Cylinder,Open,1.2,1.0,1.1,1.5
4212,validation,False,Cone,Soft,1.0,0.7,0.0,0.0
4212,validation,True,Cone,Soft,1.0,0.7,0.0,0.0
4213,validation,False,Cone,Open,1.0,0.4,1.6,1.1
4213,validation,True,Cone,Open,1.0,0.4,1.6,1.1
4214,validation,False,Sphere,Open,1.3,1.3,1.1,0.8
4214,validation,True,Sphere,Open,1.3,1.3,1.1,0.8
4215,validation,False,Cube,Open,1.0,0.7,0.6,1.7
4215,validation,True,Cube,Open,1.0,0.7,0.6,1.7
4216,validation,False,Torus,Normal,1.1,1.1,0.0,0.0
4216,validation,True,Torus,Normal,1.1,1.1,0.0,0.0
4217,validation,False,Cube,Normal,1.0,0.8,0.0,0.0
4217,validation,True,Cube,Normal,1.0,0.8,0.0,0.0
4218,validation,False,Cylinder,Open,1.2,1.1,1.0,1.1
4218,validation,True,Cylinder,Open,1.2,1.1,1.0,1.1
4219,validation,False,Side_Cylinder,Open,1.1,1.4,1.6,1.4
4219,validation,True,Side_Cylinder,Open,1.1,1.4,1.6,1.4
4220,validation,False,Cube,Soft,0.5,0.5,0.0,0.0
4220,validation,True,Cube,Soft,0.5,0.5,0.0,0.0
4221,validation,False,Sphere,Open,0.7,1.4,1.0,1.0
4221,validation,True,Sphere,Open,0.7,1.4,1.0,1.0
4222,validation,False,Cylinder,Normal,1.0,1.4,0.0,0.0
4222,validation,True,Cylinder,Normal,1.0,1.4,0.0,0.0
4223,validation,False,Torus,Open,1.5,0.9,1.6,1.5
4223,validation,True,Torus,Open,1.5,0.9,1.6,1.5
4224,validation,False,Torus,Normal,1.6,0.8,0.0,0.0
4224,validation,True,Torus,Normal,1.6,0.8,0.0,0.0
4225,validation,False,Cube,Normal,1.5,0.9,0.0,0.0
4225,validation,True,Cube,Normal,1.5,0.9,0.0,0.0
4226,validation,False,Cone,Open,1.6,0.6,1.6,1.5
4226,validation,True,Cone,Open,1.6,0.6,1.6,1.5
4227,validation,False,Torus,Normal,1.0,0.6,0.0,0.0
4227,validation,True,Torus,Normal,1.0,0.6,0.0,0.0
4228,validation,False,Cube,Open,1.5,0.5,1.5,0.7
4228,validation,True,Cube,Open,1.5,0.5,1.5,0.7
4229,validation,False,Cube,Open,0.6,1.0,1.3,1.4
4229,validation,True,Cube,Open,0.6,1.0,1.3,1.4
4230,validation,False,Inverted_Cone,Open,0.4,0.6,1.3,0.7
4230,validation,True,Inverted_Cone,Open,0.4,0.6,1.3,0.7
4231,validation,False,Torus,Soft,1.6,1.3,0.0,0.0
4231,validation,True,Torus,Soft,1.6,1.3,0.0,0.0
4232,validation,False,Cube,Open,1.5,0.8,1.0,0.7
4232,validation,True,Cube,Open,1.5,0.8,1.0,0.7
4233,validation,False,Cube,Open,1.2,0.8,1.2,1.5
4233,validation,True,Cube,Open,1.2,0.8,1.2,1.5
4234,validation,False,Cone,Soft,0.6,0.6,0.0,0.0
4234,validation,True,Cone,Soft,0.6,0.6,0.0,0.0
4235,validation,False,Sphere,Normal,0.9,0.7,0.0,0.0
4235,validation,True,Sphere,Normal,0.9,0.7,0.0,0.0
4236,validation,False,Sphere,Normal,0.8,0.5,0.0,0.0
4236,validation,True,Sphere,Normal,0.8,0.5,0.0,0.0
4237,validation,False,Sphere,Soft,1.3,0.9,0.0,0.0
4237,validation,True,Sphere,Soft,1.3,0.9,0.0,0.0
4238,validation,False,Torus,Soft,1.6,1.0,0.0,0.0
4238,validation,True,Torus,Soft,1.6,1.0,0.0,0.0
4239,validation,False,Sphere,Open,0.8,0.6,1.2,0.9
4239,validation,True,Sphere,Open,0.8,0.6,1.2,0.9
4240,validation,False,Cone,Open,0.6,0.7,1.3,0.8
4240,validation,True,Cone,Open,0.6,0.7,1.3,0.8
4241,validation,False,Cone,Soft,0.5,0.9,0.0,0.0
4241,validation,True,Cone,Soft,0.5,0.9,0.0,0.0
4242,validation,False,Side_Cylinder,Normal,0.9,0.5,0.0,0.0
4242,validation,True,Side_Cylinder,Normal,0.9,0.5,0.0,0.0
4243,validation,False,Inverted_Cone,Soft,0.4,0.5,0.0,0.0
4243,validation,True,Inverted_Cone,Soft,0.4,0.5,0.0,0.0
4244,validation,False,Inverted_Cone,Normal,1.0,1.3,0.0,0.0
4244,validation,True,Inverted_Cone,Normal,1.0,1.3,0.0,0.0
4245,validation,False,Side_Cylinder,Open,1.4,0.9,1.3,1.2
4245,validation,True,Side_Cylinder,Open,1.4,0.9,1.3,1.2
4246,validation,False,Cube,Soft,1.5,1.1,0.0,0.0
4246,validation,True,Cube,Soft,1.5,1.1,0.0,0.0
4247,validation,False,Torus,Open,0.4,1.0,1.2,1.0
4247,validation,True,Torus,Open,0.4,1.0,1.2,1.0
4248,validation,False,Inverted_Cone,Open,1.6,0.7,0.6,0.7
4248,validation,True,Inverted_Cone,Open,1.6,0.7,0.6,0.7
4249,validation,False,Side_Cylinder,Open,0.4,0.8,0.6,0.9
4249,validation,True,Side_Cylinder,Open,0.4,0.8,0.6,0.9
4250,validation,False,Cone,Open,1.4,0.7,0.9,1.6
4250,validation,True,Cone,Open,1.4,0.7,0.9,1.6
4251,validation,False,Cone,Open,1.6,0.5,1.5,1.8
4251,validation,True,Cone,Open,1.6,0.5,1.5,1.8
4252,validation,False,Cone,Normal,1.6,1.0,0.0,0.0
4252,validation,True,Cone,Normal,1.6,1.0,0.0,0.0
4253,validation,False,Side_Cylinder,Open,0.6,0.7,0.6,0.8
4253,validation,True,Side_Cylinder,Open,0.6,0.7,0.6,0.8
4254,validation,False,Sphere,Open,1.0,0.5,1.1,1.7
4254,validation,True,Sphere,Open,1.0,0.5,1.1,1.7
4255,validation,False,Cube,Normal,1.4,1.3,0.0,0.0
4255,validation,True,Cube,Normal,1.4,1.3,0.0,0.0
4256,validation,False,Cube,Open,1.6,1.2,1.4,1.6
4256,validation,True,Cube,Open,1.6,1.2,1.4,1.6
4257,validation,False,Sphere,Open,0.7,1.3,0.6,0.7
4257,validation,True,Sphere,Open,0.7,1.3,0.6,0.7
4258,validation,False,Cube,Soft,1.4,1.0,0.0,0.0
4258,validation,True,Cube,Soft,1.4,1.0,0.0,0.0
4259,validation,False,Cone,Soft,0.7,0.9,0.0,0.0
4259,validation,True,Cone,Soft,0.7,0.9,0.0,0.0
4260,validation,False,Inverted_Cone,Open,0.6,0.5,0.6,1.3
4260,validation,True,Inverted_Cone,Open,0.6,0.5,0.6,1.3
4261,validation,False,Torus,Open,0.6,1.1,1.3,0.8
4261,validation,True,Torus,Open,0.6,1.1,1.3,0.8
4262,validation,False,Cylinder,Normal,1.0,0.5,0.0,0.0
4262,validation,True,Cylinder,Normal,1.0,0.5,0.0,0.0
4263,validation,False,Sphere,Normal,1.5,0.6,0.0,0.0
4263,validation,True,Sphere,Normal,1.5,0.6,0.0,0.0
4264,validation,False,Sphere,Open,1.5,0.5,1.1,1.2
4264,validation,True,Sphere,Open,1.5,0.5,1.1,1.2
4265,validation,False,Cube,Open,1.4,0.4,0.8,1.2
4265,validation,True,Cube,Open,1.4,0.4,0.8,1.2
4266,validation,False,Sphere,Open,0.6,1.2,1.5,1.7
4266,validation,True,Sphere,Open,0.6,1.2,1.5,1.7
4267,validation,False,Sphere,Open,1.0,0.4,0.6,1.7
4267,validation,True,Sphere,Open,1.0,0.4,0.6,1.7
4268,validation,False,Cylinder,Normal,0.4,1.0,0.0,0.0
4268,validation,True,Cylinder,Normal,0.4,1.0,0.0,0.0
4269,validation,False,Inverted_Cone,Open,1.4,0.9,1.6,1.1
4269,validation,True,Inverted_Cone,Open,1.4,0.9,1.6,1.1
4270,validation,False,Cylinder,Normal,0.6,0.6,0.0,0.0
4270,validation,True,Cylinder,Normal,0.6,0.6,0.0,0.0
4271,validation,False,Cube,Open,0.9,0.9,0.7,0.9
4271,validation,True,Cube,Open,0.9,0.9,0.7,0.9
4272,validation,False,Side_Cylinder,Normal,0.6,0.4,0.0,0.0
4272,validation,True,Side_Cylinder,Normal,0.6,0.4,0.0,0.0
4273,validation,False,Cube,Open,0.8,0.4,0.9,1.0
4273,validation,True,Cube,Open,0.8,0.4,0.9,1.0
4274,validation,False,Cone,Open,1.4,1.4,0.6,1.7
4274,validation,True,Cone,Open,1.4,1.4,0.6,1.7
4275,validation,False,Sphere,Open,1.3,0.7,0.7,0.8
4275,validation,True,Sphere,Open,1.3,0.7,0.7,0.8
4276,validation,False,Sphere,Open,1.2,1.2,1.1,0.6
4276,validation,True,Sphere,Open,1.2,1.2,1.1,0.6
4277,validation,False,Cone,Open,0.7,0.8,1.5,1.2
4277,validation,True,Cone,Open,0.7,0.8,1.5,1.2
4278,validation,False,Side_Cylinder,Normal,0.9,1.3,0.0,0.0
4278,validation,True,Side_Cylinder,Normal,0.9,1.3,0.0,0.0
4279,validation,False,Torus,Open,1.5,0.8,0.9,1.7
4279,validation,True,Torus,Open,1.5,0.8,0.9,1.7
4280,validation,False,Side_Cylinder,Normal,1.2,0.7,0.0,0.0
4280,validation,True,Side_Cylinder,Normal,1.2,0.7,0.0,0.0
4281,validation,False,Inverted_Cone,Open,1.5,0.7,0.7,1.7
4281,validation,True,Inverted_Cone,Open,1.5,0.7,0.7,1.7
4282,validation,False,Cylinder,Soft,0.7,0.5,0.0,0.0
4282,validation,True,Cylinder,Soft,0.7,0.5,0.0,0.0
4283,validation,False,Side_Cylinder,Soft,1.2,1.3,0.0,0.0
4283,validation,True,Side_Cylinder,Soft,1.2,1.3,0.0,0.0
4284,validation,False,Torus,Soft,0.6,1.3,0.0,0.0
4284,validation,True,Torus,Soft,0.6,1.3,0.0,0.0
4285,validation,False,Side_Cylinder,Open,0.5,0.4,0.9,1.7
4285,validation,True,Side_Cylinder,Open,0.5,0.4,0.9,1.7
4286,validation,False,Inverted_Cone,Open,1.4,1.4,0.7,1.2
4286,validation,True,Inverted_Cone,Open,1.4,1.4,0.7,1.2
4287,validation,False,Cube,Soft,0.4,1.2,0.0,0.0
4287,validation,True,Cube,Soft,0.4,1.2,0.0,0.0
4288,validation,False,Side_Cylinder,Soft,1.5,1.4,0.0,0.0
4288,validation,True,Side_Cylinder,Soft,1.5,1.4,0.0,0.0
4289,validation,False,Inverted_Cone,Normal,1.3,1.4,0.0,0.0
4289,validation,True,Inverted_Cone,Normal,1.3,1.4,0.0,0.0
4290,validation,False,Cone,Open,0.7,1.3,1.1,1.4
4290,validation,True,Cone,Open,0.7,1.3,1.1,1.4
4291,validation,False,Cone,Open,1.6,1.1,0.8,0.9
4291,validation,True,Cone,Open,1.6,1.1,0.8,0.9
4292,validation,False,Cone,Open,1.6,1.0,1.1,1.4
4292,validation,True,Cone,Open,1.6,1.0,1.1,1.4
4293,validation,False,Inverted_Cone,Open,1.2,1.4,0.8,1.8
4293,validation,True,Inverted_Cone,Open,1.2,1.4,0.8,1.8
4294,validation,False,Cylinder,Open,1.1,1.3,1.3,1.5
4294,validation,True,Cylinder,Open,1.1,1.3,1.3,1.5
4295,validation,False,Cone,Normal,1.3,1.0,0.0,0.0
4295,validation,True,Cone,Normal,1.3,1.0,0.0,0.0
4296,validation,False,Sphere,Open,0.7,0.9,1.6,1.7
4296,validation,True,Sphere,Open,0.7,0.9,1.6,1.7
4297,validation,False,Cone,Soft,1.5,0.5,0.0,0.0
4297,validation,True,Cone,Soft,1.5,0.5,0.0,0.0
4298,validation,False,Side_Cylinder,Open,1.3,0.5,1.6,1.8
4298,validation,True,Side_Cylinder,Open,1.3,0.5,1.6,1.8
4299,validation,False,Torus,Open,1.0,0.9,1.0,1.6
4299,validation,True,Torus,Open,1.0,0.9,1.0,1.6
4300,validation,False,Cylinder,Soft,0.8,0.8,0.0,0.0
4300,validation,True,Cylinder,Soft,0.8,0.8,0.0,0.0
4301,validation,False,Cylinder,Soft,0.6,0.4,0.0,0.0
4301,validation,True,Cylinder,Soft,0.6,0.4,0.0,0.0
4302,validation,False,Cube,Open,1.1,0.4,1.2,0.7
4302,validation,True,Cube,Open,1.1,0.4,1.2,0.7
4303,validation,False,Inverted_Cone,Normal,0.5,0.9,0.0,0.0
4303,validation,True,Inverted_Cone,Normal,0.5,0.9,0.0,0.0
4304,validation,False,Side_Cylinder,Open,0.9,0.6,1.4,1.5
4304,validation,True,Side_Cylinder,Open,0.9,0.6,1.4,1.5
4305,validation,False,Inverted_Cone,Open,1.5,0.9,1.2,1.7
4305,validation,True,Inverted_Cone,Open,1.5,0.9,1.2,1.7
4306,validation,False,Inverted_Cone,Normal,1.1,1.1,0.0,0.0
4306,validation,True,Inverted_Cone,Normal,1.1,1.1,0.0,0.0
4307,validation,False,Inverted_Cone,Open,0.4,1.3,1.0,1.4
4307,validation,True,Inverted_Cone,Open,0.4,1.3,1.0,1.4
4308,validation,False,Sphere,Open,1.0,1.2,1.6,1.4
4308,validation,True,Sphere,Open,1.0,1.2,1.6,1.4
4309,validation,False,Cylinder,Open,1.5,1.2,0.9,1.3
4309,validation,True,Cylinder,Open,1.5,1.2,0.9,1.3
4310,validation,False,Sphere,Open,0.7,1.0,1.0,1.6
4310,validation,True,Sphere,Open,0.7,1.0,1.0,1.6
4311,validation,False,Inverted_Cone,Open,0.7,1.1,0.9,0.6
4311,validation,True,Inverted_Cone,Open,0.7,1.1,0.9,0.6
4312,validation,False,Cube,Normal,0.9,1.4,0.0,0.0
4312,validation,True,Cube,Normal,0.9,1.4,0.0,0.0
4313,validation,False,Side_Cylinder,Open,1.2,1.3,1.5,1.5
4313,validation,True,Side_Cylinder,Open,1.2,1.3,1.5,1.5
4314,validation,False,Cylinder,Soft,0.8,1.3,0.0,0.0
4314,validation,True,Cylinder,Soft,0.8,1.3,0.0,0.0
4315,validation,False,Cube,Soft,1.2,1.0,0.0,0.0
4315,validation,True,Cube,Soft,1.2,1.0,0.0,0.0
4316,validation,False,Cone,Open,0.9,1.1,0.6,1.8
4316,validation,True,Cone,Open,0.9,1.1,0.6,1.8
4317,validation,False,Cube,Normal,1.3,1.1,0.0,0.0
4317,validation,True,Cube,Normal,1.3,1.1,0.0,0.0
4318,validation,False,Cube,Normal,0.9,1.3,0.0,0.0
4318,validation,True,Cube,Normal,0.9,1.3,0.0,0.0
4319,validation,False,Side_Cylinder,Open,0.5,1.3,1.0,0.9
4319,validation,True,Side_Cylinder,Open,0.5,1.3,1.0,0.9
4320,validation,False,Sphere,Soft,1.6,1.1,0.0,0.0
4320,validation,True,Sphere,Soft,1.6,1.1,0.0,0.0
4321,validation,False,Sphere,Normal,1.5,0.4,0.0,0.0
4321,validation,True,Sphere,Normal,1.5,0.4,0.0,0.0
4322,validation,False,Cube,Open,0.6,1.0,1.3,1.7
4322,validation,True,Cube,Open,0.6,1.0,1.3,1.7
4323,validation,False,Sphere,Open,0.4,0.9,1.1,0.7
4323,validation,True,Sphere,Open,0.4,0.9,1.1,0.7
4324,validation,False,Sphere,Normal,0.8,1.1,0.0,0.0
4324,validation,True,Sphere,Normal,0.8,1.1,0.0,0.0
4325,validation,False,Cone,Soft,1.2,1.2,0.0,0.0
4325,validation,True,Cone,Soft,1.2,1.2,0.0,0.0
4326,validation,False,Inverted_Cone,Open,0.8,0.6,1.5,0.8
4326,validation,True,Inverted_Cone,Open,0.8,0.6,1.5,0.8
4327,validation,False,Torus,Open,0.5,0.5,0.6,1.6
4327,validation,True,Torus,Open,0.5,0.5,0.6,1.6
4328,validation,False,Torus,Open,0.6,0.5,1.3,1.4
4328,validation,True,Torus,Open,0.6,0.5,1.3,1.4
4329,validation,False,Inverted_Cone,Open,1.6,0.4,0.8,1.7
4329,validation,True,Inverted_Cone,Open,1.6,0.4,0.8,1.7
4330,validation,False,Cone,Normal,0.9,1.3,0.0,0.0
4330,validation,True,Cone,Normal,0.9,1.3,0.0,0.0
4331,validation,False,Cube,Normal,1.1,1.4,0.0,0.0
4331,validation,True,Cube,Normal,1.1,1.4,0.0,0.0
4332,validation,False,Inverted_Cone,Open,1.5,0.9,1.2,1.4
4332,validation,True,Inverted_Cone,Open,1.5,0.9,1.2,1.4
4333,validation,False,Inverted_Cone,Open,1.6,1.2,0.7,1.8
4333,validation,True,Inverted_Cone,Open,1.6,1.2,0.7,1.8
4334,validation,False,Side_Cylinder,Open,1.2,0.9,1.3,1.2
4334,validation,True,Side_Cylinder,Open,1.2,0.9,1.3,1.2
4335,validation,False,Cylinder,Open,1.3,1.0,0.9,1.0
4335,validation,True,Cylinder,Open,1.3,1.0,0.9,1.0
4336,validation,False,Torus,Open,0.5,1.2,1.3,1.2
4336,validation,True,Torus,Open,0.5,1.2,1.3,1.2
4337,validation,False,Sphere,Normal,1.0,0.6,0.0,0.0
4337,validation,True,Sphere,Normal,1.0,0.6,0.0,0.0
4338,validation,False,Cone,Open,1.1,1.4,0.6,1.5
4338,validation,True,Cone,Open,1.1,1.4,0.6,1.5
4339,validation,False,Side_Cylinder,Open,1.1,1.3,1.0,0.8
4339,validation,True,Side_Cylinder,Open,1.1,1.3,1.0,0.8
4340,validation,False,Cylinder,Open,0.4,1.3,1.4,0.9
4340,validation,True,Cylinder,Open,0.4,1.3,1.4,0.9
4341,validation,False,Cylinder,Open,1.3,0.9,0.9,1.5
4341,validation,True,Cylinder,Open,1.3,0.9,0.9,1.5
4342,validation,False,Side_Cylinder,Open,1.6,0.7,1.1,1.2
4342,validation,True,Side_Cylinder,Open,1.6,0.7,1.1,1.2
4343,validation,False,Side_Cylinder,Soft,1.2,0.4,0.0,0.0
4343,validation,True,Side_Cylinder,Soft,1.2,0.4,0.0,0.0
4344,validation,False,Sphere,Open,1.2,1.1,1.4,1.6
4344,validation,True,Sphere,Open,1.2,1.1,1.4,1.6
4345,validation,False,Cylinder,Open,0.7,0.4,1.1,1.7
4345,validation,True,Cylinder,Open,0.7,0.4,1.1,1.7
4346,validation,False,Sphere,Soft,1.2,0.5,0.0,0.0
4346,validation,True,Sphere,Soft,1.2,0.5,0.0,0.0
4347,validation,False,Torus,Open,0.4,0.8,1.6,0.7
4347,validation,True,Torus,Open,0.4,0.8,1.6,0.7
4348,validation,False,Cone,Open,1.0,0.7,1.4,1.7
4348,validation,True,Cone,Open,1.0,0.7,1.4,1.7
4349,validation,False,Side_Cylinder,Open,0.7,0.7,1.3,0.9
4349,validation,True,Side_Cylinder,Open,0.7,0.7,1.3,0.9
4350,validation,False,Cylinder,Open,1.1,0.7,1.4,0.9
4350,validation,True,Cylinder,Open,1.1,0.7,1.4,0.9
4351,validation,False,Torus,Soft,0.6,0.6,0.0,0.0
4351,validation,True,Torus,Soft,0.6,0.6,0.0,0.0
4352,validation,False,Torus,Open,0.8,0.5,1.6,1.7
4352,validation,True,Torus,Open,0.8,0.5,1.6,1.7
4353,validation,False,Cylinder,Soft,1.2,1.3,0.0,0.0
4353,validation,True,Cylinder,Soft,1.2,1.3,0.0,0.0
4354,validation,False,Inverted_Cone,Normal,1.0,0.6,0.0,0.0
4354,validation,True,Inverted_Cone,Normal,1.0,0.6,0.0,0.0
4355,validation,False,Cone,Normal,1.4,0.4,0.0,0.0
4355,validation,True,Cone,Normal,1.4,0.4,0.0,0.0
4356,validation,False,Inverted_Cone,Open,1.4,1.0,0.8,1.1
4356,validation,True,Inverted_Cone,Open,1.4,1.0,0.8,1.1
4357,validation,False,Sphere,Open,1.2,1.4,0.6,0.7
4357,validation,True,Sphere,Open,1.2,1.4,0.6,0.7
4358,validation,False,Inverted_Cone,Open,1.0,0.8,1.3,1.3
4358,validation,True,Inverted_Cone,Open,1.0,0.8,1.3,1.3
4359,validation,False,Sphere,Open,1.2,0.5,1.6,0.9
4359,validation,True,Sphere,Open,1.2,0.5,1.6,0.9
4360,validation,False,Cylinder,Normal,1.6,1.2,0.0,0.0
4360,validation,True,Cylinder,Normal,1.6,1.2,0.0,0.0
4361,validation,False,Cube,Soft,0.7,0.4,0.0,0.0
4361,validation,True,Cube,Soft,0.7,0.4,0.0,0.0
4362,validation,False,Cone,Open,1.4,0.9,1.0,1.4
4362,validation,True,Cone,Open,1.4,0.9,1.0,1.4
